Season,Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA,,,,,,,,,,,,,
2014,19,19,2013-12-08,@,LAL,W,106,94,110.3,97.8,96.1,0.305,0.317,0.57,48.7,47.5,11.4,7.8,,0.512,10.6,15.8,0.268,,0.487,17.8,80,0.215,,,,,,,,,,,,,
2014,20,20,2013-12-10,,SAS,L,103,116,109.9,123.8,93.7,0.229,0.277,0.564,51.4,60.5,6.4,5.1,,0.518,15.7,28.2,0.205,,0.628,13.6,77.1,0.159,,,,,,,,,,,,,
2014,21,21,2013-12-13,,PHI,W,108,100,112.4,104.1,96.1,0.293,0.305,0.583,52.8,61.5,8.3,8.2,,0.537,13.9,25,0.244,,0.494,15.4,75.5,0.202,,,,,,,,,,,,,
2014,22,22,2013-12-14,@,CHI,W,99,77,106.6,82.9,92.9,0.217,0.181,0.544,51.2,65,5.4,16.2,,0.512,10.8,18.4,0.169,,0.395,14.1,78.3,0.105,,,,,,,,,,,,,
2014,23,23,2013-12-18,,CHA,L,102,104,98.9,100.8,93.4,0.208,0.271,0.487,55.6,53.7,9.7,6.1,,0.458,12.5,32.7,0.146,,0.506,17.2,82.9,0.272,,,,,,,,,,,,,
2014,24,24,2013-12-20,@,DAL,W,109,108,111.5,110.4,88.6,0.198,0.231,0.551,50.5,40.5,9.2,4.3,,0.522,13.2,29.2,0.154,,0.56,13.6,74.4,0.066,,,,,,,,,,,,,
2014,25,25,2013-12-22,@,OKC,W,104,98,107.2,101,97.1,0.319,0.22,0.501,47.2,61.1,7.2,3.8,,0.44,11.1,26.1,0.264,,0.414,17.1,69.8,0.461,,,,,,,,,,,,,
2014,26,26,2013-12-23,@,SAS,L,99,112,105.2,119,94.1,0.309,0.259,0.538,44.4,56.8,4.2,7.4,,0.5,12.4,24.4,0.222,,0.5,11.2,64.4,0.231,,,,,,,,,,,,,
2014,27,27,2013-12-27,@,NYK,W,95,83,107.9,94.3,88,0.452,0.384,0.543,54.3,67.7,6.8,6.7,,0.493,15.5,34.1,0.315,,0.443,15.3,72.9,0.165,,,,,,,,,,,,,
2014,28,28,2013-12-28,,NYK,W,115,100,122.7,106.7,93.7,0.425,0.4,0.606,54.9,63.9,8.5,6.8,,0.544,12.8,30.2,0.35,,0.531,13.6,82.1,0.188,,,,,,,,,,,,,
2014,29,29,2013-12-31,@,CHI,W,85,79,92.4,85.9,92,0.449,0.203,0.514,49.4,55.2,5.4,8.2,,0.449,15.4,16.3,0.333,,0.378,14.1,80.4,0.207,,,,,,,,,,,,,
2014,30,30,2014-01-01,,IND,W,95,82,100.8,87,94.3,0.295,0.244,0.539,52,79.4,12.7,6.7,,0.481,16.2,23.7,0.256,,0.466,21,81.1,0.176,,,,,,,,,,,,,
2014,31,31,2014-01-03,@,WAS,W,101,88,119.3,103.9,84.7,0.165,0.278,0.596,44,72.5,9.4,5.7,,0.576,12.4,27.8,0.127,,0.439,16,59,0.195,,,,,,,,,,,,,
2014,32,32,2014-01-05,@,MIA,L,97,102,110,115.7,88.2,0.273,0.286,0.562,44.7,61.5,5.7,10,,0.552,13.1,20,0.156,,0.488,9.7,65.9,0.284,,,,,,,,,,,,,
2014,33,33,2014-01-07,@,IND,L,79,86,87.9,95.7,89.9,0.222,0.235,0.444,40.4,60,7.8,6.3,,0.401,9.2,10.6,0.173,,0.433,14.8,73.8,0.28,,,,,,,,,,,,,
2014,34,34,2014-01-08,,DET,W,112,91,111.1,90.3,100.8,0.395,0.36,0.555,53.9,71.4,5,14.3,,0.471,10.6,25,0.36,,0.419,12.9,79.6,0.221,,,,,,,,,,,,,
2014,35,35,2014-01-11,,BRK,W,96,80,112.6,93.8,85.3,0.354,0.316,0.526,55.7,50,9.4,12,,0.475,11.6,34.8,0.266,,0.453,14.4,78.6,0.16,,,,,,,,,,,,,
2014,36,36,2014-01-13,,MIL,W,116,94,129.3,104.8,89.7,0.38,0.291,0.629,53.5,65,10,4.7,,0.582,13.2,39,0.304,,0.476,14.7,66.7,0.181,,,,,,,,,,,,,
2014,37,37,2014-01-15,@,BOS,L,83,88,95.8,101.6,86.6,0.321,0.308,0.466,43.1,73.3,5.8,4.5,,0.455,12.7,25,0.154,,0.369,8.3,62,0.31,,,,,,,,,,,,,
2014,38,38,2014-01-17,,MIN,W,94,89,110.3,104.4,85.2,0.256,0.308,0.541,49.4,76.5,7,3.1,,0.506,11.2,27.3,0.192,,0.457,9.9,72.1,0.171,,,,,,,,,,,,,
2014,39,39,2014-01-19,,LAL,L,106,112,115.3,121.8,91.9,0.122,0.333,0.559,60.3,68.2,6.5,6.9,,0.539,12.1,34.2,0.1,,0.538,8.9,85,0.325,,,,,,,,,,,,,
2014,40,40,2014-01-20,@,CHA,L,95,100,104.6,110.1,90.9,0.105,0.305,0.478,56,48.7,8.8,6.1,,0.463,10.8,30.9,0.074,,0.562,14.1,94.4,0.415,,,,,,,,,,,,,
2014,41,41,2014-01-22,,DAL,W,93,85,102.4,93.6,90.8,0.421,0.303,0.516,54.8,62.5,12.1,1.9,,0.467,12.6,25.7,0.289,,0.514,21,81.6,0.137,,,,,,,,,,,,,
2014,42,42,2014-01-24,@,PHI,W,104,95,110.2,100.7,94.3,0.262,0.238,0.555,55.8,70,4.2,8.7,,0.524,13.8,28.9,0.19,,0.461,9.4,80,0.146,,,,,,,,,,,,,
2014,43,43,2014-01-25,,LAC,L,118,126,132.4,141.4,89.1,0.514,0.392,0.65,56.8,66.7,4.5,1.6,,0.581,13.4,38.5,0.432,,0.619,5.9,77.1,0.262,,,,,,,,,,,,,
2014,44,44,2014-01-27,@,BRK,W,104,103,107.4,106.4,96.8,0.329,0.278,0.575,54.4,56.8,8.3,5.7,,0.525,16.6,24.4,0.266,,0.552,16.4,86.8,0.234,,,,,,,,,,,,,
2014,45,45,2014-01-29,,ORL,W,98,83,109.9,93.1,89.1,0.149,0.356,0.528,58.1,70.3,5.6,4.6,,0.506,13.1,31,0.115,,0.369,5.9,80.4,0.25,,,,,,,,,,,,,
2014,46,46,2014-01-31,@,DEN,W,100,90,102.9,92.6,97.2,0.235,0.247,0.533,44.9,64.9,10.3,11.9,,0.482,13,19.6,0.212,,0.5,22.5,72.1,0.125,,,,,,,,,,,,,
2014,47,47,2014-02-01,@,POR,L,103,106,108.6,111.8,94.8,0.287,0.23,0.526,47.5,67.5,2.1,5.2,,0.494,10.9,22.5,0.195,,0.513,13.3,72.5,0.368,,,,,,,,,,,,,
2014,48,48,2014-02-03,@,UTA,W,94,79,117.9,99,79.8,0.19,0.25,0.516,53,56.8,8.8,4.9,,0.476,6.2,34.9,0.167,,0.429,11.6,72.5,0.154,,,,,,,,,,,,,
2014,49,49,2014-02-05,@,SAC,L,101,109,109.7,118.4,92.1,0.286,0.298,0.534,51.8,69.4,7.6,8.7,,0.488,15.2,38.1,0.226,,0.42,8.8,65.1,0.506,,,,,,,,,,,,,
2014,50,50,2014-02-07,@,LAC,L,105,118,111.9,125.8,93.8,0.471,0.306,0.512,49.4,64.7,7.5,4.3,,0.441,8.1,31.4,0.353,,0.57,11.2,73.7,0.521,,,,,,,,,,,,,
2014,51,51,2014-02-10,,NOP,W,108,101,119.5,111.8,90.4,0.434,0.316,0.597,50,61.1,6.6,4.6,,0.539,10.8,25,0.342,,0.545,13.7,75,0.221,,,,,,,,,,,,,
2014,52,52,2014-02-12,,ATL,W,104,83,112.8,90,92.2,0.234,0.351,0.502,51.1,57.9,8.7,5.2,,0.463,6.3,28.8,0.181,,0.41,14.5,80,0.244,,,,,,,,,,,,,
2014,53,53,2014-02-18,@,WAS,W,103,93,114,103,90.3,0.203,0.216,0.639,42,59.5,10,7.6,,0.615,15.7,7.7,0.162,,0.494,15.1,62.8,0.16,,,,,,,,,,,,,
2014,54,54,2014-02-19,,CHI,L,92,94,106.4,108.7,86.4,0.277,0.205,0.494,46.5,45.7,8.1,6.7,,0.44,9.7,28.6,0.229,,0.549,16.5,72.4,0.208,,,,,,,,,,,,,
2014,55,55,2014-02-21,,CLE,W,98,91,110,102.1,89.1,0.14,0.226,0.496,47.2,57.5,9,6.5,,0.468,7.5,28.6,0.118,,0.427,12.9,63.8,0.256,,,,,,,,,,,,,
2014,56,56,2014-02-23,,ORL,W,105,90,112.9,96.7,93,0.554,0.262,0.649,61,67.6,4.3,5.5,,0.592,22.1,28.1,0.431,,0.443,8.7,82,0.149,,,,,,,,,,,,,
2014,57,57,2014-02-25,@,CLE,W,99,93,110.8,104.1,89.4,0.304,0.405,0.553,47.6,77.1,5.6,9,,0.506,13.5,25.6,0.241,,0.435,11.3,67.4,0.238,,,,,,,,,,,,,
2014,58,58,2014-02-27,,WAS,L,129,134,109.3,113.6,89.9,0.36,0.3,0.557,46.7,64.4,8.5,5.8,,0.51,12.8,22,0.27,,0.495,10.1,68.4,0.25,,,,,,,,,,,,,
2014,59,59,2014-03-02,,GSW,W,104,98,118.4,111.6,87.8,0.291,0.278,0.583,48.8,73.7,6.8,4.6,,0.532,9.2,26.5,0.253,,0.466,11.8,65.2,0.182,,,,,,,,,,,,,
2014,60,60,2014-03-07,,SAC,W,99,87,108.2,95.1,91.5,0.384,0.288,0.58,48.7,61.8,9.8,11.3,,0.534,12.3,16.7,0.288,,0.451,16.1,77.5,0.306,,,,,,,,,,,,,
2014,61,61,2014-03-09,@,MIN,W,111,104,118.8,111.3,93.4,0.408,0.316,0.619,55.8,59.5,3.2,7.9,,0.579,17.5,35.3,0.303,,0.468,8,69.2,0.158,,,,,,,,,,,,,
2014,62,62,2014-03-10,@,BRK,L,97,101,113.1,117.7,85.8,0.338,0.324,0.595,55.2,54.3,8.2,12,,0.535,12.8,24.1,0.296,,0.564,14.3,78.9,0.314,,,,,,,,,,,,,
2014,63,63,2014-03-12,,DET,W,101,87,106,91.3,95.3,0.284,0.227,0.51,58.1,51.4,9.4,5.4,,0.466,13.9,33.3,0.216,,0.494,15.3,81.3,0.128,,,,,,,,,,,,,
2014,64,64,2014-03-14,,MEM,W,99,86,113.9,99,86.9,0.31,0.239,0.614,50.7,63.9,10.4,1.5,,0.57,16.5,25.8,0.254,,0.459,15.7,70,0.243,,,,,,,,,,,,,
2014,65,65,2014-03-16,,PHO,L,113,121,114,122.1,99.1,0.294,0.271,0.589,36.6,64.3,12.1,5.8,,0.535,10.3,10.8,0.259,,0.58,18.6,64.7,0.453,,,,,,,,,,,,,
2014,66,66,2014-03-18,@,ATL,L,113,118,112.6,117.6,90.9,0.358,0.296,0.603,55.6,52.5,2,5,,0.537,13.8,21.1,0.321,,0.484,6.1,80.8,0.287,,,,,,,,,,,,,
2014,67,67,2014-03-19,@,NOP,W,107,100,123.6,115.5,86.6,0.372,0.256,0.535,58.5,55.6,9.2,9.3,,0.471,9.9,43.1,0.302,,0.567,12.9,83.9,0.358,,,,,,,,,,,,,
2014,68,68,2014-03-21,,OKC,L,118,119,102.2,103,95.6,0.327,0.287,0.511,54.8,41.5,8.7,12.9,,0.446,13.5,26.9,0.277,,0.449,10.9,82.7,0.316,,,,,,,,,,,,,
2014,69,69,2014-03-23,,ATL,W,96,86,104.3,93.4,92.1,0.35,0.3,0.52,54.2,50,13,7.1,,0.475,14.8,28.6,0.25,,0.467,15.9,80.5,0.197,,,,,,,,,,,,,
2014,70,70,2014-03-25,@,CLE,L,100,102,112.3,114.6,89,0.295,0.364,0.503,43.7,85.7,6.7,5.3,,0.477,6.6,25,0.182,,0.543,14.2,71.4,0.371,,,,,,,,,,,,,
2014,71,71,2014-03-26,@,BOS,W,99,90,111.4,101.2,88.9,0.225,0.288,0.563,57.1,47.2,4.5,5.3,,0.519,15.4,28.2,0.2,,0.462,9.2,82.2,0.215,,,,,,,,,,,,,
2014,72,72,2014-03-28,,BOS,W,105,103,116.9,114.7,89.8,0.256,0.233,0.549,51.4,57.5,11.1,8.6,,0.494,9.5,31.6,0.233,,0.566,15.9,75,0.224,,,,,,,,,,,,,
2014,73,73,2014-03-30,@,ORL,W,98,93,113,107.2,86.8,0.37,0.26,0.577,47.6,39.4,10.4,4,,0.493,14.2,22.9,0.356,,0.601,19.3,78.6,0.145,,,,,,,,,,,,,
2014,74,74,2014-03-31,@,MIA,L,83,93,100.1,112.2,82.9,0.143,0.371,0.558,45.5,48.6,8.4,2.4,,0.557,15.8,14.3,0.071,,0.568,16.5,80.6,0.273,,,,,,,,,,,,,
2014,75,75,2014-04-02,,HOU,W,107,103,106.1,102.2,100.8,0.52,0.333,0.581,43.4,58.8,6.9,4.9,,0.52,12.4,7.5,0.387,,0.466,13,76.7,0.253,,,,,,,,,,,,,
2014,76,76,2014-04-04,,IND,W,102,94,112.9,104.1,90.3,0.19,0.262,0.56,51.9,57.5,6.6,7.5,,0.536,10.8,22.5,0.143,,0.462,10,80.5,0.282,,,,,,,,,,,,,
2014,77,77,2014-04-05,@,MIL,W,102,98,121.1,116.3,84.2,0.272,0.333,0.562,51.3,55.6,5.9,2.9,,0.519,9,32.4,0.222,,0.487,9,69.2,0.266,,,,,,,,,,,,,
2014,78,78,2014-04-09,,PHI,W,125,114,137.6,125.5,90.9,0.451,0.305,0.636,49.3,61,2.2,10.9,,0.573,6.6,27,0.378,,0.565,7.8,73.5,0.212,,,,,,,,,,,,,
2014,79,79,2014-04-11,,NYK,L,100,108,114.5,123.6,87.3,0.408,0.434,0.558,51.9,53.3,2.3,8.2,,0.493,13.5,30.4,0.329,,0.521,8.3,80,0.438,,,,,,,,,,,,,
2014,80,80,2014-04-13,@,DET,W,116,107,120.9,111.5,95.9,0.432,0.284,0.602,42.1,56.4,8.3,9.4,,0.537,8.5,19,0.358,,0.446,11.8,60.4,0.381,,,,,,,,,,,,,
2014,81,81,2014-04-14,,MIL,W,110,100,121.6,110.6,90.4,0.321,0.395,0.595,59,65.8,12.2,0,,0.556,12.3,36.6,0.247,,0.562,15.9,83.8,0.247,,,,,,,,,,,,,
2014,82,82,2014-04-16,@,NYK,L,92,95,97.1,100.3,94.8,0.225,0.363,0.523,57.1,55.6,9.5,3.1,,0.506,21.4,32.4,0.138,,0.506,15.2,76.6,0.16,,,,,,,,,,,,,
2013,1,1,2012-10-31,,IND,L,88,90,96.6,98.8,91.1,0.209,0.187,0.443,47.7,54.5,13.2,11.9,,0.396,9.1,28.8,0.176,,0.506,17.5,75,0.141,,,,,,,,,,,,,
2013,2,2,2012-11-03,@,BRK,L,100,107,102.3,109.4,97.8,0.305,0.22,0.538,47.4,62.2,8.2,7.6,,0.494,13.1,23.8,0.232,,0.494,14.9,75,0.333,,,,,,,,,,,,,
2013,3,3,2012-11-04,,MIN,W,105,86,117.3,96,89.5,0.189,0.233,0.539,52,45,10.1,6.3,,0.5,10.1,36.4,0.167,,0.5,23.6,74.2,0.344,,,,,,,,,,,,,
2013,4,4,2012-11-06,@,OKC,L,88,108,89,109.3,98.8,0.298,0.357,0.463,44.6,53.3,11.1,4.1,,0.399,15.2,17,0.25,,0.534,16,80.6,0.392,,,,,,,,,,,,,
2013,5,5,2012-11-07,@,DAL,L,104,109,114.8,120.3,90.6,0.383,0.272,0.549,44.7,58.3,7.7,1.6,,0.475,7.8,24.4,0.333,,0.512,10,63.6,0.274,,,,,,,,,,,,,
2013,6,6,2012-11-10,,PHI,L,83,93,93.8,105.1,88.5,0.203,0.329,0.482,43.2,66.7,6.8,6.8,,0.456,12.2,15.9,0.139,,0.507,15.2,75.7,0.26,,,,,,,,,,,,,
2013,7,7,2012-11-12,,UTA,L,133,140,115.6,121.7,87.7,0.278,0.222,0.549,53.1,60.8,11.3,7.5,,0.509,12.3,36.4,0.213,,0.57,13.9,74.4,0.366,,,,,,,,,,,,,
2013,8,8,2012-11-13,@,IND,W,74,72,90,87.6,82.2,0.264,0.167,0.46,47.9,50,4.9,1.7,,0.403,13,18.6,0.222,,0.353,12.2,72.5,0.253,,,,,,,,,,,,,
2013,9,9,2012-11-17,@,BOS,L,89,107,100.8,121.2,88.3,0.443,0.314,0.532,48.6,73.3,7.9,6.6,,0.486,15.2,23.1,0.3,,0.605,13.4,78.8,0.197,,,,,,,,,,,,,
2013,10,10,2012-11-18,,ORL,W,97,86,107.1,95,90.5,0.288,0.225,0.538,50,57.9,8.8,9,,0.519,10,23.8,0.175,,0.425,14.4,78.9,0.225,,,,,,,,,,,,,
2013,11,11,2012-11-20,@,PHI,L,98,106,107.4,116.2,91.2,0.354,0.195,0.517,53.9,75.7,2.2,8.2,,0.476,10.4,27.3,0.244,,0.524,7.9,80,0.2,,,,,,,,,,,,,
2013,12,12,2012-11-21,@,CHA,L,97,98,103.9,105,93.3,0.25,0.288,0.546,49.3,62.2,5.4,11.9,,0.519,13.6,24.3,0.175,,0.436,10.9,75,0.267,,,,,,,,,,,,,
2013,13,13,2012-11-23,@,DET,L,90,91,103.1,104.2,87.3,0.321,0.231,0.506,44.6,62.5,6.9,9.2,,0.449,11,22.5,0.256,,0.487,13.5,65.1,0.192,,,,,,,,,,,,,
2013,14,14,2012-11-25,,SAS,L,106,111,94.6,99.1,92.7,0.218,0.218,0.44,54,52.5,5.4,10.5,,0.391,9.1,27.4,0.182,,0.466,9,86.3,0.146,,,,,,,,,,,,,
2013,15,15,2012-11-27,@,HOU,L,101,117,107.5,124.5,94,0.14,0.267,0.553,46.4,59.5,6.4,3.5,,0.535,14.9,25,0.105,,0.608,13.2,70,0.193,,,,,,,,,,,,,
2013,16,16,2012-11-28,@,MEM,L,82,103,90.4,113.6,90.7,0.324,0.23,0.485,41.8,37.9,5.5,8.1,,0.426,16.7,17.1,0.257,,0.525,11.5,68.4,0.238,,,,,,,,,,,,,
2013,17,17,2012-11-30,,PHO,W,101,97,109,104.7,92.6,0.272,0.173,0.557,54.7,61.5,7.6,6.6,,0.531,12.5,25,0.185,,0.519,14.1,88.6,0.221,,,,,,,,,,,,,
2013,18,18,2012-12-03,@,DEN,L,110,113,112.1,115.2,98.1,0.221,0.326,0.583,41.1,45.2,9.2,12.9,,0.541,14.5,23.1,0.198,,0.506,14.1,54.9,0.318,,,,,,,,,,,,,
2013,19,19,2012-12-05,@,SAC,L,100,107,102.3,109.5,97.7,0.326,0.267,0.509,46,71.4,6.1,13.4,,0.442,10.1,21.3,0.279,,0.5,13.4,75,0.305,,,,,,,,,,,,,
2013,20,20,2012-12-07,@,UTA,L,99,131,101.3,134,97.8,0.378,0.293,0.518,44.6,39.4,5.1,10.3,,0.445,13.6,25,0.317,,0.566,9.4,65.9,0.308,,,,,,,,,,,,,
2013,21,21,2012-12-09,@,LAC,L,83,102,97.7,120.1,84.9,0.221,0.338,0.491,46.4,73.3,3.5,8.3,,0.455,14.2,26.8,0.169,,0.494,8.7,65.1,0.304,,,,,,,,,,,,,
2013,22,22,2012-12-10,@,POR,L,74,92,83.2,103.4,88.9,0.284,0.284,0.444,48.4,50,5.6,7.2,,0.372,14.4,19.6,0.257,,0.404,6.6,76.6,0.225,,,,,,,,,,,,,
2013,23,23,2012-12-12,,BRK,L,88,94,101.3,108.2,86.9,0.227,0.24,0.533,44.9,56.8,12.7,6.7,,0.52,14.5,18.9,0.133,,0.531,17.6,75,0.406,,,,,,,,,,,,,
2013,24,24,2012-12-14,,DAL,W,95,74,107,83.4,88.8,0.262,0.429,0.507,55.3,64.7,12.4,5.4,,0.476,9.6,29.2,0.179,,0.391,17.7,89.2,0.29,,,,,,,,,,,,,
2013,25,25,2012-12-16,,HOU,W,103,96,109.4,102,94.1,0.235,0.353,0.549,49.4,74.4,6.4,23.6,,0.506,6.9,12.2,0.2,,0.455,11.5,82.6,0.321,,,,,,,,,,,,,
2013,26,26,2012-12-18,@,CLE,W,113,99,132.4,116,85.4,0.36,0.32,0.65,52.2,64.1,9.4,3.7,,0.6,13.9,37.1,0.307,,0.564,15.3,67.6,0.286,,,,,,,,,,,,,
2013,27,27,2012-12-19,,DET,W,97,91,124.2,116.5,78.1,0.306,0.403,0.594,42.9,74.3,6.4,8.3,,0.556,6.8,29,0.236,,0.435,9.3,52.2,0.214,,,,,,,,,,,,,
2013,28,28,2012-12-21,,ORL,W,93,90,105.2,101.8,88.4,0.259,0.235,0.515,41.6,60.6,14.7,7.1,,0.457,9.1,15.9,0.235,,0.529,18.7,75.8,0.229,,,,,,,,,,,,,
2013,29,29,2012-12-26,@,SAS,L,80,100,91.4,114.2,87.6,0.154,0.231,0.48,44.3,72.7,11.4,3.8,,0.468,15.3,22.7,0.09,,0.535,16.9,71.4,0.338,,,,,,,,,,,,,
2013,30,30,2012-12-28,@,NOH,W,104,97,109.1,101.8,86.3,0.376,0.282,0.525,44.6,64.9,10.5,8.7,,0.465,6.6,18.4,0.294,,0.482,14.7,74.4,0.22,,,,,,,,,,,,,
2013,31,31,2012-12-29,@,ORL,W,123,88,141.1,101,87.2,0.256,0.329,0.674,55.7,71.7,3.4,3.2,,0.652,8.1,26.5,0.195,,0.475,7.2,77.8,0.136,,,,,,,,,,,,,
2013,32,32,2013-01-02,,POR,W,102,79,119,92.2,85.7,0.221,0.299,0.604,50,82.9,14,4.2,,0.584,11.5,20.6,0.156,,0.471,18.9,76.3,0.186,,,,,,,,,,,,,
2013,33,33,2013-01-04,,SAC,L,96,105,103.2,112.9,93,0.468,0.418,0.504,47.6,60,8.6,7.8,,0.449,13.6,30.4,0.316,,0.553,16,69.4,0.276,,,,,,,,,,,,,
2013,34,34,2013-01-06,,OKC,L,92,104,102,115.3,90.2,0.276,0.303,0.54,43.1,82.4,7.8,5.5,,0.5,15.8,19.4,0.211,,0.532,15.4,66.7,0.286,,,,,,,,,,,,,
2013,35,35,2013-01-09,,PHI,W,90,72,106.1,84.9,84.8,0.163,0.138,0.525,55.4,66.7,10.6,4.7,,0.494,11.4,26.3,0.138,,0.405,13.6,80,0.162,,,,,,,,,,,,,
2013,36,36,2013-01-11,,CHA,W,99,78,125.5,98.9,78.9,0.128,0.314,0.545,53.9,64.1,8.9,9.5,,0.523,10.8,44.7,0.105,,0.393,13.3,64.3,0.253,,,,,,,,,,,,,
2013,37,37,2013-01-13,,MIL,L,96,107,108.4,120.9,88.5,0.318,0.153,0.495,55.6,69.4,7.9,3.4,,0.441,13.4,41.5,0.247,,0.571,12.1,74.2,0.247,,,,,,,,,,,,,
2013,38,38,2013-01-15,@,BRK,L,106,113,121.1,129.1,87.5,0.28,0.159,0.575,54.7,52.5,3.4,1.7,,0.53,12.4,35.1,0.232,,0.543,6,73.7,0.309,,,,,,,,,,,,,
2013,39,39,2013-01-16,,CHI,L,105,107,108.4,110.5,87.7,0.376,0.188,0.53,48.3,52.6,6.2,6.7,,0.482,10.8,28.9,0.271,,0.471,12.1,68.2,0.302,,,,,,,,,,,,,
2013,40,40,2013-01-18,@,PHI,L,101,108,103.9,111.1,88,0.148,0.284,0.539,51.9,72.5,6.2,6.9,,0.517,16.1,25.6,0.114,,0.538,10.2,76.2,0.11,,,,,,,,,,,,,
2013,41,41,2013-01-20,,LAL,W,108,103,114.7,109.4,94.1,0.202,0.238,0.59,51.9,58.7,11.7,3.3,,0.583,14.1,28.6,0.119,,0.483,11.8,71.4,0.205,,,,,,,,,,,,,
2013,42,42,2013-01-23,@,MIA,L,116,123,122.9,130.3,85.5,0.205,0.352,0.605,34.6,59.1,8.5,1.7,,0.58,7.7,15.9,0.159,,0.604,11.6,56.8,0.293,,,,,,,,,,,,,
2013,43,43,2013-01-24,@,ORL,W,97,95,109,106.8,89,0.244,0.205,0.562,48.1,64.1,3.4,11.1,,0.526,10.4,18.4,0.192,,0.481,12.6,75.6,0.21,,,,,,,,,,,,,
2013,44,44,2013-01-26,,CLE,L,98,99,107.6,108.7,91,0.22,0.207,0.545,50,55,6.6,6,,0.518,14.3,27.5,0.159,,0.513,14.6,73.7,0.244,,,,,,,,,,,,,
2013,45,45,2013-01-28,,GSW,L,102,114,109.3,122.1,93.3,0.264,0.218,0.525,43,73.7,7.5,5.6,,0.471,9.3,23.4,0.23,,0.57,12.1,66.7,0.186,,,,,,,,,,,,,
2013,46,46,2013-01-30,@,ATL,L,92,93,96.9,98,94.9,0.271,0.259,0.484,59.1,48.5,6.3,10.2,,0.441,15.2,31.3,0.2,,0.547,17,92.5,0.147,,,,,,,,,,,,,
2013,47,47,2013-02-01,,LAC,W,98,73,112.2,83.6,87.3,0.21,0.321,0.554,54.9,78.9,8,11.3,,0.543,11.9,28.2,0.123,,0.368,14.1,79.1,0.278,,,,,,,,,,,,,
2013,48,48,2013-02-03,,MIA,L,85,100,98.1,115.4,86.7,0.427,0.24,0.477,52.8,53.6,11.5,4.8,,0.4,14.4,34.1,0.333,,0.553,12.4,77.4,0.227,,,,,,,,,,,,,
2013,49,49,2013-02-06,,BOS,L,95,99,102.3,106.6,92.8,0.317,0.22,0.508,51.2,52.9,12.9,3.7,,0.439,13.8,25.5,0.28,,0.507,13.1,83.8,0.342,,,,,,,,,,,,,
2013,50,50,2013-02-08,@,IND,W,100,98,103.7,101.6,87.4,0.198,0.094,0.479,52.3,45.2,9.3,16.1,,0.448,11.8,34.7,0.146,,0.506,16.6,74.4,0.244,,,,,,,,,,,,,
2013,51,51,2013-02-10,,NOH,W,102,89,118,103,86.4,0.231,0.205,0.594,54.2,60,8.1,7.1,,0.564,11.3,30.8,0.179,,0.529,17.5,81.8,0.232,,,,,,,,,,,,,
2013,52,52,2013-02-12,,DEN,W,109,108,118.4,117.3,92.1,0.277,0.253,0.585,45.8,59,10.9,7.2,,0.53,15.4,35.7,0.253,,0.553,16.1,56.1,0.165,,,,,,,,,,,,,
2013,53,53,2013-02-13,@,NYK,W,92,88,112.8,107.8,81.6,0.329,0.288,0.551,40.2,38.7,3.7,14.8,,0.486,10.7,20,0.288,,0.411,10.6,57.4,0.291,,,,,,,,,,,,,
2013,54,54,2013-02-19,@,WAS,W,96,88,104.2,95.5,92.1,0.256,0.256,0.553,48.8,57.1,10.9,7.9,,0.5,15.6,20,0.231,,0.423,15.1,73.9,0.282,,,,,,,,,,,,,
2013,55,55,2013-02-20,,MEM,L,82,88,99.8,107.1,82.2,0.366,0.254,0.497,46.2,53.8,6.1,6,,0.423,14.5,27.5,0.31,,0.4,9.5,60.8,0.3,,,,,,,,,,,,,
2013,56,56,2013-02-22,,NYK,W,100,98,110.8,108.5,90.3,0.35,0.225,0.542,42.5,51.4,7.8,6.4,,0.481,8.9,15.8,0.288,,0.533,15.8,71.4,0.24,,,,,,,,,,,,,
2013,57,57,2013-02-25,,WAS,L,84,90,89.4,95.7,94,0.342,0.241,0.462,44.3,44.8,9.6,10.1,,0.399,13.3,18.8,0.266,,0.463,17.7,75,0.185,,,,,,,,,,,,,
2013,58,58,2013-02-27,@,CLE,L,92,103,102,114.2,90.2,0.321,0.256,0.517,48.7,71.4,3.3,11.6,,0.462,14.4,25,0.256,,0.445,9.4,69,0.366,,,,,,,,,,,,,
2013,59,59,2013-03-01,,IND,L,81,93,94.3,108.3,85.9,0.347,0.153,0.488,41.1,41.4,10.5,12,,0.424,13.5,19.5,0.278,,0.536,19.3,68.8,0.257,,,,,,,,,,,,,
2013,60,60,2013-03-02,@,MIL,L,114,122,108.4,116,95.2,0.18,0.22,0.528,46.7,60.9,8.6,3.8,,0.5,12.9,27.1,0.14,,0.527,11.7,69,0.272,,,,,,,,,,,,,
2013,61,61,2013-03-04,@,GSW,L,118,125,117.7,124.7,100.2,0.372,0.277,0.539,55.3,39,6,7.7,,0.484,10.6,37.3,0.287,,0.622,12.9,82.4,0.28,,,,,,,,,,,,,
2013,62,62,2013-03-06,@,PHO,W,98,71,102.4,74.2,95.7,0.195,0.312,0.586,50,64.9,11.5,7.8,,0.552,20.1,19.4,0.169,,0.426,25.8,75,0.108,,,,,,,,,,,,,
